法鼓山	0.294836
羅漢	0.162553
道場樹	0.161732
眾生	0.161732
法師	0.118490
樹苗	0.107821
和尚果	0.097552
種子	0.097552
方丈	0.097552
紅色	0.091546
紀念	0.087284
佛教	0.087284
中樞	0.081277
植樹節	0.081277
森林	0.075270
下一代	0.072297
蘭嶼	0.072297
觀念	0.065848
綠色	0.064200
生命	0.062717
活動	0.060302
總統	0.056790
意義	0.053931
淵源	0.053911
草木	0.053911
外型	0.053911
罔罟毒葯	0.053911
半小時	0.053911
善念	0.053911
王制篇	0.053911
荀子	0.053911
斧斤	0.053911
武錦霖	0.053911
上方	0.053911
穿著	0.053911
菩提樹	0.053911
法鼓隊	0.053911
鼉魚鱉鰍鱔孕	0.053911
袈裟	0.053911
樹種	0.053911
四院	0.053911
序幕	0.053911
球型	0.053911
胡興華	0.053911
歡喜心	0.053911
