完成|效力	0.076442
憲法|法律	0.068988
立法院|朝野	0.050764
地方|制度法	0.046151
立法院|備查	0.044352
兩岸|人民	0.038762
人民|關係	0.038762
服貿|協議	0.038557
牴觸者|無效	0.038221
改為|實質	0.038221
下級|政府	0.038221
上級|政府	0.038221
法律|憲法	0.038221
關係|條例	0.037292
主管|機關	0.036252
協議|行政院	0.032314
生效|立法院	0.032314
協議|完成	0.030768
備查案|改為	0.030768
政府|主管	0.030768
法律|法律	0.029568
內容|涉及	0.028588
政府|機關	0.028588
涉及|法律	0.028588
行政院|核定	0.027041
朝野|決議	0.023661
召開|公聽會	0.023314
朝野|結論	0.020915
協議|內容	0.019935
協議|生效	0.019422
法律|牴觸	0.019110
民脂民膏|立法院	0.019110
作者|經建會	0.019110
立法院|違法	0.019110
協議|違法	0.019110
協議|辦理	0.019110
備查|瞭解	0.019110
陳報|上級	0.019110
違法|審查	0.019110
在於|知悉	0.019110
制度法|備查	0.019110
協定|領先	0.019110
我們|南韓	0.019110
機關|陳報	0.019110
備查|下級	0.019110
日前|指稱	0.019110
架構性|協議	0.019110
及第|憲法	0.019110
事項|效力	0.019110
法律|服貿	0.019110
公聽會|違反	0.019110
法律|崇高	0.019110
委員|依據	0.019110
立院|委員	0.019110
協定|到位	0.019110
筆者|2月	0.019110
反觀|我們	0.019110
核定|協議	0.019110
卡住|其後	0.019110
備查|觀念	0.019110
備查|規定	0.019110
法律|備查案	0.019110
其後|貨品	0.019110
勇於|私鬥	0.019110
怯於|執政黨	0.019110
知悉|經過	0.019110
效力|定義	0.019110
條例|地方	0.019110
備查|目的	0.019110
第1325號|裁定	0.019110
無效|兩岸	0.019110
地位|此時	0.019110
位階|人人	0.019110
牴觸|無效	0.019110
知悉|行政	0.019110
地區|簡稱	0.019110
機關|下級	0.019110
振振有詞|服貿	0.019110
質疑|筆者	0.019110
簽署|我們	0.019110
制度法|服貿	0.019110
依據|法律	0.019110
公布|法律	0.019110
核定|上級	0.019110
規定|核定	0.019110
瞭解|核定	0.019110
立法院|停止	0.019110
國際|大陸	0.019110
快速|迄今	0.019110
機關|處理	0.019110
明確|違反	0.019110
市場|競爭者	0.019110
審查|作成	0.019110
繼續|硬拗	0.019110
辦理|機關	0.019110
立委|電視	0.019110
公法|法律	0.019110
違反|前述	0.019110
生效|卡住	0.019110
法律人|委員	0.019110
筆者|立法院	0.019110
作為|服貿	0.019110
觀念|通知	0.019110
法律|修正	0.019110
此時|頓足	0.019110
靠山|執政黨	0.019110
從嚴|審查	0.019110
行為|未來	0.019110
機關|知悉	0.019110
需要|採取	0.019110
主席|立委	0.019110
節目|引用	0.019110
立法院|原則	0.019110
人人|遵守	0.019110
結論|明確	0.019110
違反|地方	0.019110
未來|審查	0.019110
競爭|居於	0.019110
法律|簽署	0.019110
服貿|中華民國	0.019110
法院|89年度	0.019110
原則|從嚴	0.019110
浪費|民脂民膏	0.019110
決議|違反	0.019110
憲法|牴觸者	0.019110
效力|備查	0.019110
行政院|正式	0.019110
法律|實是	0.019110
迄今|經過	0.019110
備查|定義	0.019110
共識|法律	0.019110
否准|備查	0.019110
主席|一樣	0.019110
法律|牴觸者	0.019110
採取|行為	0.019110
實質|違反	0.019110
違反|相關	0.019110
遵守|機關	0.019110
專欄|服貿	0.019110
協議|送至	0.019110
業務|完成	0.019110
架構|服貿	0.019110
經過|事實	0.019110
前述|法律	0.019110
電視|政論	0.019110
筆者|嚴正	0.019110
神聖|位階	0.019110
違法|行為	0.019110
無效|命令	0.019110
請教|立院	0.019110
引用|筆者	0.019110
居於|不利	0.019110
產生|公法	0.019110
繼續|我們	0.019110
審查|召開	0.019110
結果|算是	0.019110
89年度|裁字	0.019110
機關|依循	0.019110
備查|意思	0.019110
決定|審查	0.019110
黨團|繼續	0.019110
頓足|為時	0.019110
人士|立院	0.019110
服貿|依據	0.019110
領先|簽署	0.019110
我們|下去	0.019110
裁定|備查	0.019110
簡稱|兩岸	0.019110
機制|法律人	0.019110
協議|作者	0.019110
崇高|神聖	0.019110
法律|避免	0.019110
效力|台灣	0.019110
競爭者|南韓	0.019110
核定|備查	0.019110
執政黨|立院	0.019110
機關|否准	0.019110
裁字|第1325號	0.019110
無效|及第	0.019110
法律|效果	0.019110
事實|主管	0.019110
依循|立法院	0.019110
機關|作為	0.019110
備查|權限	0.019110
啟動|協議	0.019110
決議|主席	0.019110
法律|靠山	0.019110
指稱|兩岸	0.019110
執政黨|表現	0.019110
先於|內政	0.019110
完成|事項	0.019110
12日|專欄	0.019110
依據|台灣	0.019110
談判|進展	0.019110
停止|所謂	0.019110
行政院|依據	0.019110
制度法|核定	0.019110
決定|完成	0.019110
陳報|事項	0.019110
簽署|行政院	0.019110
緊湊|快速	0.019110
通知|產生	0.019110
效果|主管	0.019110
南韓|大陸	0.019110
定義|請教	0.019110
實質|決定	0.019110
進展|緊湊	0.019110
兩岸|架構性	0.019110
委員|法律	0.019110
嚴正|指出	0.019110
協商|備查案	0.019110
生效|質疑	0.019110
貨品|貿易	0.018955
大陸|市場	0.018807
協議|立法院	0.017755
談判|預計	0.017247
談判|簽署	0.017247
朝野|機制	0.017247
簽署|報請	0.017247
作成|決定	0.017247
命令|憲法	0.017247
6月|立法院	0.017247
核定|完成	0.017247
總統|公布	0.017247
立委|繼續	0.017247
審查|結果	0.017247
2月|12日	0.017247
南韓|自由	0.017247
機關|協議	0.017247
審查|呼籲	0.017247
蘇貞昌|日前	0.017247
依據|兩岸	0.017247
結果|無效	0.017247
通過|總統	0.017247
立法院|需要	0.017247
行政院|送請	0.017247
經過|回合	0.017247
違反|兩岸	0.017247
立委|社會	0.017247
條例|兩岸	0.017247
相關|法律	0.017247
事項|審查	0.017247
備查|立法院	0.017247
蘇貞昌|主席	0.017247
送請|立法院	0.016157
核定|立法院	0.016157
貿易|貨品	0.016157
中華民國|憲法	0.016157
正式|啟動	0.016157
協議|啟動	0.016157
包括|貿易	0.016157
市場|競爭	0.016157
立法院|經過	0.016157
處理|業務	0.016157
結論|進行	0.016157
審查|協議	0.016157
協議|立委	0.016157
避免|浪費	0.016157
黨團|遵守	0.016157
目的|在於	0.016157
委員會|召開	0.015384
投資|協定	0.015384
所謂|服貿	0.015384
今年|完成	0.015384
社會|人士	0.015384
地區|大陸	0.015384
反對|協議	0.015384
經過|朝野	0.015384
簽署|協定	0.015384
政論|節目	0.015384
回合|談判	0.015384
遵守|去年	0.015384
協議|架構	0.015384
報請|行政院	0.014784
不利|地位	0.014784
協議|結果	0.014784
我們|國際	0.014784
呼籲|國民黨	0.014294
完成|簽署	0.013879
朝野|共識	0.013879
台灣|地區	0.013520
貿易|投資	0.013204
啟動|生效	0.013204
公聽會|立法院	0.013204
經建會|主委	0.012664
協定|談判	0.012664
兩岸|服貿	0.012437
指出|服貿	0.012431
大陸|地區	0.012431
進行|審查	0.012215
協議|談判	0.012215
去年|6月	0.011831
送至|立法院	0.011341
協議|進入	0.011341
協議|簽署	0.011195
預計|今年	0.011057
立院|朝野	0.010801
兩岸|協議	0.010801
立法院|服貿	0.010682
行政|法院	0.010682
審查|表決	0.010567
國民黨|立法院	0.009879
立院|黨團	0.009711
立法院|通過	0.009262
審查|服貿	0.008877
主席|蘇貞昌	0.008704
朝野|協商	0.008149
進入|實質	0.008060
貿易|協定	0.007931
民進黨|主席	0.007931
自由|貿易	0.007728
台灣|經濟	0.006926
立法院|黨團	0.006926
內政|委員會	0.004881
貿易|協議	0.004504
