馬英九|14日	0.092325
貿協議|問題	0.083324
幹部|表示	0.078058
信用|貿易	0.074322
辦法|承受	0.065320
自由化|誠意	0.065320
我們|沒有	0.057156
沒有|辦法	0.056318
國際|信用	0.055531
台灣|國際	0.055531
貿易|自由化	0.054086
貿易|夥伴	0.051605
過去|指出	0.046163
貿協議|持續	0.046163
擔憂|貿協議	0.046163
指出|幫助	0.046163
卡關|馬英九	0.046163
卡住|總統	0.046163
14日|接見	0.046163
競爭力|去年	0.046163
數量|韓國	0.046163
馬英九|擔憂	0.046163
完成|貿協議	0.046163
別人|開放	0.046163
受挫|馬英九	0.046163
幹部|支持	0.046163
不好|經濟	0.046163
持續|卡關	0.046163
情況|心想	0.046163
貿協議|完成	0.046163
問題|貿協議	0.046163
產生|我們	0.046163
增加|強調	0.046163
馬英九|台灣	0.046163
表示|遺憾	0.046163
我們|以後	0.046163
辛苦|沒有	0.046163
在座|獅子會	0.046163
出口|不好	0.046163
貿協議|立院	0.046163
上午|總統府	0.046163
擔憂|台灣	0.046163
誠意|產生	0.046163
指出|貿易	0.046163
希望|在座	0.046163
經濟|受挫	0.046163
遺憾|擔憂	0.046163
產業|馬英九	0.046163
審議|卡住	0.046163
經濟|成長	0.045084
經濟|合作	0.042603
市場|韓國	0.041662
紐西蘭|簽台紐	0.041662
總統府|接見	0.041662
領導|幹部	0.041662
回來|辛苦	0.041662
通過|貿協議	0.041662
沒有|行業	0.041662
台灣|回來	0.041662
拿走|台灣	0.041662
承受|馬英九	0.041662
協議|數量	0.041662
支持|協議	0.041662
貿協議|通過	0.041662
韓國|市場	0.041662
誠意|我們	0.041662
韓國|拿走	0.041662
簽台紐|經濟	0.041662
台灣|早期	0.041662
看到|情況	0.041662
獅子會|領導	0.041662
馬英九|希望	0.041662
貿易|增加	0.039029
台灣|別人	0.039029
接見|獅子會	0.039029
成長|引發	0.039029
項目|成長	0.039029
行業|過去	0.039029
獅子會|1區	0.039029
不景氣|涵蓋	0.039029
台灣|競爭	0.039029
去年|紐西蘭	0.039029
引發|失業	0.039029
貨品|政府	0.039029
涵蓋|項目	0.039029
喜不喜歡|冷酷	0.039029
冷酷|事實	0.039029
成長|出口	0.039029
我們|喜不喜歡	0.039029
對手|韓國	0.039029
14日|上午	0.037161
國家|簽訂	0.037161
獅子會|幹部	0.037161
出口|經濟	0.037161
收穫|清單	0.037161
強調|我們	0.037161
立院|審議	0.037161
早期|收穫	0.037161
清單|涵蓋	0.037161
1區|幹部	0.037161
經濟|不景氣	0.037161
失業|問題	0.037161
涵蓋|貨品	0.037161
事實|台灣	0.035712
通過|我們	0.035712
馬英九|表示	0.035712
台灣|簽署	0.035712
夥伴|質疑	0.034528
夥伴|看到	0.034528
幫助|台灣	0.034528
今年|中國	0.034528
大陸|完成	0.033527
簽署|經濟	0.033527
質疑|台灣	0.033527
接見|國際	0.033527
國家|台灣	0.032660
協定|台灣	0.032660
完成|貨品	0.031895
簽訂|自由	0.031895
台灣|競爭力	0.031211
政府|希望	0.030592
立院|通過	0.030592
開放|台灣	0.030592
希望|今年	0.030592
表示|兩岸	0.030027
國際|獅子會	0.029507
競爭|對手	0.029507
合作|協定	0.029026
合作|協議	0.028159
協議|立院	0.027043
台灣|貿易	0.027043
貨品|貿易	0.022893
表示|台灣	0.022542
兩岸|經濟	0.022542
貿易|協定	0.019157
總統|馬英九	0.018763
自由|貿易	0.018669
台灣|經濟	0.016730
中國|大陸	0.015465
貿易|協議	0.010879
