副主任委員|文德	0.094874
委員|秀明	0.083015
主任|委員	0.067810
主席|委員	0.024209
委員|惠美	0.021420
公平|交易法	0.021263
委員|震清	0.016407
委員|怡潔	0.015622
次長|紫軍	0.015568
委員|啟臣	0.015188
穩定|物價	0.014877
委員|麗環	0.014320
物價|小組	0.013762
多層次|傳銷	0.013622
委員|汝芬	0.013452
公平|交易	0.012860
委員|瓊瓔	0.012096
民生|物資	0.011546
委員|慶華	0.011282
委員|國棟	0.010425
文德|我們	0.010242
委員|答復	0.010216
文德|主席	0.009703
農委會|副主任委員	0.009703
委員|桐豪	0.009677
有限|公司	0.009554
民生|物價	0.009396
股份|有限	0.009045
價格|上漲	0.008931
委員|昭順	0.008870
副主任委員|答復	0.008757
不實|廣告	0.008757
主席|公平會	0.008625
委員|偉哲	0.008467
主席|農委會	0.008204
秀明|主席	0.008086
豬肉|價格	0.008013
主管|機關	0.007925
交易|委員會	0.007859
公平會|主任	0.007547
傳銷|事業	0.007547
官員|同仁	0.007439
違反|公平	0.007377
委員|報告	0.007289
主席|列席	0.007047
委員|添財	0.006854
仔豬|下痢	0.006836
重要|民生	0.006656
文德|委員	0.006469
副主任委員|建良	0.006469
秀明|我們	0.006469
豬價|上漲	0.005959
列席|官員	0.005919
委員|重鈞	0.005838
物資|價格	0.005391
立案|調查	0.005207
肉品|市場	0.005090
委員|岱樺	0.005013
進口|豬肉	0.004990
我們|希望	0.004958
惠美|你們	0.004865
現在|豬價	0.004851
願景|計畫	0.004851
謝謝|委員	0.004838
請教|主委	0.004773
報告|委員	0.004698
委員|指教	0.004435
物價|波動	0.004435
公平|競爭	0.004421
本會|持續	0.004378
主席|國發	0.004378
中央|畜產	0.004374
總經理|錦榮	0.004312
限制|競爭	0.004312
食安|會議	0.004312
請問|公平會	0.004312
交易|秩序	0.004312
農產品|價格	0.004307
預期|心理	0.004170
委員|我們	0.004170
你們|現在	0.004032
行政院|穩定	0.003905
國發|主任	0.003892
物價|情勢	0.003892
畜產|進口	0.003814
事業|結合	0.003773
我們|掌握	0.003773
交易法|規定	0.003773
豬價|問題	0.003773
傳銷|管理法	0.003773
價量|資料	0.003773
委員|耀昌	0.003753
市場|競爭	0.003646
市場|價格	0.003645
3月|11日	0.003617
國家|願景	0.003524
委員|委員	0.003524
黃金|國家	0.003524
關稅|減半	0.003472
市場|交易	0.003472
台糖|公司	0.003472
民營|電廠	0.003405
供需|問題	0.003405
價格|異常	0.003405
現在|豬肉	0.003405
物價|上漲	0.003389
沒有|辦法	0.003288
物價|穩定	0.003280
競爭|行為	0.003234
請教|副主委	0.003234
2月|上漲	0.003234
照顧|農民	0.003234
紫軍|主席	0.003234
期貨|價格	0.003234
秀明|目前	0.003234
主動|立案	0.003190
委員|主席	0.003132
現在|我們	0.003051
103年|1月	0.003038
產品|價格	0.002919
目前|我們	0.002919
雞蛋|價格	0.002919
現在|物價	0.002919
上漲|情形	0.002919
因應|措施	0.002916
今年|2月	0.002879
農委會|公平會	0.002822
物價|指數	0.002807
產地|價格	0.002741
去年|11月	0.002741
昭順|本席	0.002735
震清|你們	0.002735
我們|物價	0.002735
配合|行政院	0.002735
價格|平穩	0.002695
文德|報告	0.002695
商品|價格	0.002695
文德|現在	0.002695
希望|公平會	0.002695
參考|價值	0.002695
影響到|豬農	0.002695
行情|措施	0.002695
案件|原則	0.002695
涉法|案件	0.002695
交易法|相關	0.002695
文德|謝謝	0.002695
穩定|民生	0.002695
規定|情事	0.002695
競爭法|主管	0.002695
修正|公平	0.002695
主席|經濟部	0.002604
我們|開始	0.002502
以上|報告	0.002502
請問|你們	0.002502
現在|你們	0.002502
公平會|主委	0.002454
豬價|合理	0.002432
增加|供應	0.002432
輕輕|放下	0.002432
價格|變化	0.002432
物價|水準	0.002432
美國|豬肉	0.002432
相對|平穩	0.002432
物價|情形	0.002432
公平會|處理	0.002279
個人|資料	0.002279
牛豬|分離	0.002279
價格|高漲	0.002279
端午節|中元節	0.002279
桐豪|你們	0.002279
平均|價格	0.002279
進行|報告	0.002235
我們|自己	0.002235
調查|結果	0.002170
市場|交易法	0.002170
請問|主委	0.002170
相關|主管	0.002170
傳統|市場	0.002170
委員|守中	0.002170
你們|知道	0.002170
農民|權益	0.002170
小組|會議	0.002170
汝芬|現在	0.002156
公平會|去年	0.002156
秩序|消費者	0.002156
行政|作為	0.002156
1月|2月	0.002156
結合|申報	0.002156
保護|機構	0.002156
價錢|合理	0.002156
文德|剛才	0.002156
白米|價格	0.002156
照顧|消費者	0.002156
結構性|問題	0.002156
消費者|利益	0.002156
關注|重要	0.002156
我們|公平會	0.002156
傳銷|管理	0.002156
廣告|規範	0.002156
交易法|案件	0.002156
作為|失靈	0.002156
文德|沒有	0.002156
公司|結合案	0.002156
價格|違反	0.002156
副司長|俊英	0.002156
規範|說明	0.002156
產業|資料	0.002156
價格|回穩	0.002156
下痢|問題	0.002156
涉及|行為	0.002156
紫軍|我們	0.002156
達到|平衡	0.002156
豬農|權益	0.002156
偉哲|同意	0.002156
物價|變化	0.002156
行政|規則	0.002156
11月|發生	0.002156
下痢|平常	0.002156
我們|協調	0.002156
你們|多久	0.002156
傳銷|權益	0.002156
傳銷|保護	0.002156
交易|法規	0.002156
台灣|人民	0.002133
專案|報告	0.002129
農產品|市場	0.002085
食品|衛生	0.002085
價格|下跌	0.002085
整體|經濟	0.002085
行政|單位	0.002085
經濟部|次長	0.002024
委員|在場	0.002016
剛才|委員	0.002016
委員|現在	0.002016
我們|報告	0.002016
亞洲|地區	0.002016
物價|平穩	0.001958
本席|請教	0.001958
我們|委員	0.001958
行為|違反	0.001946
賣場|民生	0.001946
供應|市場	0.001946
業者|漲價	0.001946
採取|措施	0.001946
豬肉|白米	0.001946
波動|進行	0.001946
社會|責任	0.001946
合理|漲價	0.001946
汝芬|你們	0.001946
經濟|分析	0.001946
產業|團體	0.001946
現在|價格	0.001946
價格|行為	0.001946
價格|波動	0.001946
我們|進行	0.001946
你們|進口	0.001946
價格|價格	0.001946
豬價|下跌	0.001946
廣告|行為	0.001946
造成|物價	0.001946
異常|交易	0.001946
政策|白皮書	0.001907
我們|現在	0.001907
相關|規定	0.001895
消費者|物價	0.001871
我們|看到	0.001862
社會|大眾	0.001828
物價|飛漲	0.001823
相關|產品	0.001823
持續|關注	0.001823
豬價|高漲	0.001823
瓊瓔|本席	0.001823
豬價|飆漲	0.001823
便當店|小吃店	0.001823
現在|進口	0.001823
目前|沒有	0.001822
配套|措施	0.001788
談判|過程	0.001753
103年|2月	0.001736
敬請|指教	0.001736
公平會|調查	0.001736
國內|豬肉	0.001736
本席|知道	0.001736
罰鍰|金額	0.001736
交易|情形	0.001736
相關|規範	0.001736
繼續|開會	0.001695
覺得|這樣	0.001668
你們|沒有	0.001668
在場|委員	0.001668
提供|資料	0.001668
委員|問題	0.001668
肉類|業者	0.001668
我們|規劃	0.001668
消費者|權益	0.001668
經濟|利益	0.001668
秀明|囤積	0.001617
進行|查緝	0.001617
交易|價量	0.001617
執行|公平	0.001617
交易|理念	0.001617
傳銷|法令	0.001617
競爭|政策	0.001617
台糖|增加	0.001617
訂定|個人	0.001617
交通|通訊類	0.001617
肉品|公會	0.001617
訪價|結果	0.001617
秀明|行政	0.001617
傳銷|案件	0.001617
事業|不實	0.001617
收辦|情形	0.001617
主委|次長	0.001617
病毒|特別	0.001617
小組|專區	0.001617
確保|事業	0.001617
處長|光宇	0.001617
民眾|聲音	0.001617
業者|涉及	0.001617
縣市政府|消保官	0.001617
肉鬆|貢丸	0.001617
秀明|廣告	0.001617
平常|存貨量	0.001617
主委|副主委	0.001617
事業|公平	0.001617
文德|豬價	0.001617
具體|事證	0.001617
衛福部|處理	0.001617
請教|公平會	0.001617
蔡處|長鴻	0.001617
請問|副主委	0.001617
農畜產品|價格	0.001617
承銷人|交易	0.001617
進口|方式	0.001617
引人|錯誤	0.001617
網站|穩定	0.001617
11日|價格	0.001617
國棟|主委	0.001617
行銷|手法	0.001617
提供|毛豬	0.001617
近期|重要	0.001617
自由|公平	0.001617
6月|8月	0.001617
秀明|謝謝	0.001617
有效|打擊	0.001617
物資|情形	0.001617
影響|物價	0.001617
6大|賣場	0.001617
維護|交易	0.001617
企業|遵法	0.001617
虛偽|不實	0.001617
秀明|他們	0.001617
市場|提供	0.001617
肉製|加工品	0.001617
瓊瓔|次長	0.001617
宰殺|囤積	0.001617
毛豬|供應	0.001617
豬肉攤|豬肉	0.001617
價格|提高	0.001617
行政院|消費者	0.001617
協調|財政部	0.001617
杜次長|紫軍	0.001617
算是|輕輕	0.001617
查處|重大	0.001617
5月|肉粽節	0.001617
調節|市場	0.001617
調漲|價格	0.001617
吳主任|委員	0.001617
近期|民生	0.001617
行為|規範	0.001617
產量|減少	0.001617
啟臣|你們	0.001617
下跌|國內	0.001617
行政院|網站	0.001617
2月|期貨	0.001617
處理|原則	0.001617
台塑|中油	0.001617
近期|農產品	0.001617
進口|價格	0.001617
疫情|發生	0.001617
持續|監控	0.001617
價格|情形	0.001617
公司|限制	0.001617
成立|103年	0.001617
人壽|保險	0.001617
維護|市場	0.001617
天候|影響	0.001617
資料|承銷人	0.001617
不實|引人	0.001617
結合|行為	0.001617
宣導|公平	0.001617
本席|建議	0.001613
書面|質詢	0.001613
委員|你們	0.001613
